,time,timer_time,moving,distance,gap_distance,watts,watts_calc,cadence,velocity_smooth,pace,gap,lat,lng,temp,altitude,altitude_smooth,grade_smooth,distance_calc(m),gps_delta(m),weight_bike_rider_50,weight_bike_rider_60,weight_bike_rider_70,weight_bike_rider_80,weight_bike_rider_90,weight_bike_rider_100,weight_bike_rider_110,weight_bike_rider_120,speed_from_sensor(m/s),speed_from_gps(m/s),wind_resistance_sensor(N),wind_resistance_gps(N),accel_sensor(m2/s),accel_gps(m2/s)
5820,5820,5820,   true,48246.0,50730.0,   268,102,84,10.5,0.0966183574879227,0.0976562499999986,51.360707,-2.257168,19,111.6,112.58064516129026,-1.0,48203.30437113364,10.313884716353394,50,60,70,80,90,100,110,120,10.400000000001455,10.313884716350003,36.47565018241021,35.874091284993575,0.10000000000582077,-0.0296341839566594
5821,5821,5821,   true,48256.2,50740.2,   227,206,84,10.3,0.09746588693957252,0.09842519685039512,51.360625,-2.2571,19,111.6,112.55483870967736,-0.5,48213.57223124764,10.26786011400127,50,60,70,80,90,100,110,120,10.19999999999709,10.267860113999632,35.086230075579984,35.554637088293624,-0.20000000000436557,-0.046024602350371424
5822,5822,5822,   true,48266.6,50750.6,   246,246,85,10.3,0.09794319294809148,0.09861932938855872,51.360541999999995,-2.2570330000000003,19,111.6,112.516129032258,0.0,48223.907526815005,10.335295567363127,50,60,70,80,90,100,110,120,10.400000000001455,10.335295567361754,36.47565018241021,36.02318972819899,0.20000000000436557,0.06743545336212264
5823,5823,5823,   true,48276.8,50760.8,   240,206,85,10.3,0.09861932938856582,0.09910802775024634,51.360461,-2.256961,19,111.6,112.47741935483864,0.0,48234.208662129466,10.301135314464005,50,60,70,80,90,100,110,120,10.200000000004366,10.301135314461135,35.086230075630034,35.78545532847826,-0.19999999999708962,-0.034160252900619525
5824,5824,5824,   true,48287.0,50771.0,   249,220,85,10.3,0.09940357852882847,0.09990009990010136,51.360385,-2.256882,19,111.6,112.43225806451605,0.0,48244.28353759956,10.074875470088525,50,60,70,80,90,100,110,120,10.19999999999709,10.074875470090774,35.086230075579984,34.23069657985388,-7.275957614183426e-12,-0.22625984437036095
5825,5825,5825,   true,48297.1,50781.1,   239,207,84,10.2,0.0997280145058904,0.1004566210045662,51.360308,-2.2568029999999997,19,111.6,112.38709677419348,0.0,48254.45186862911,10.168331029556295,50,60,70,80,90,100,110,120,10.099999999998545,10.168331029555702,34.40163715889009,34.86869677333812,-0.09999999999854481,0.09345555946492823
5826,5826,5826,   true,48307.1,50791.1,   259,201,84,10.2,0.10036496350365096,0.10101010101009966,51.360231,-2.256728,19,111.6,112.34193548387087,0.0,48264.47311609837,10.021247469257611,50,60,70,80,90,100,110,120,10.0,10.021247469259833,33.723789000000004,33.86725028173528,-0.09999999999854481,-0.14708356029586866
5827,5827,5827,   true,48317.0,50801.0,   304,196,83,10.1,0.10054844606946847,0.10138248847926268,51.360155999999996,-2.256654,19,111.6,112.29677419354827,-0.5,48274.268442942644,9.795326844274557,50,60,70,80,90,100,110,120,9.900000000001455,9.795326844272495,33.05268559890972,32.35744540285787,-0.09999999999854481,-0.22592062498733867
5828,5828,5828,   true,48326.7,50810.5,   294,178,83,10.0,0.10082493125573004,0.10175763182238803,51.360079,-2.2565880000000003,19,111.6,112.2516129032257,-1.0,48283.97966611583,9.711223173189223,50,60,70,80,90,100,110,120,9.69999999999709,9.711223173188046,31.730713070080963,31.804182205809063,-0.20000000000436557,-0.08410367108444916
5829,5829,5829,   true,48336.2,50819.9,   283,30,83,9.8,0.10064043915828398,0.1016635859519436,51.360003000000006,-2.256527,19,111.4,112.1935483870967,-1.0,48293.432438335636,9.452772219807052,50,60,70,80,90,100,110,120,9.5,9.452772219803592,30.435719572500005,30.133858827297217,-0.19999999999708962,-0.2584509533844539
5830,5830,5830,   true,48345.9,50829.3,   267,69,83,9.8,0.10027347310848032,0.10138248847926268,51.359922999999995,-2.25647,19,111.2,112.13548387096763,-1.5,48303.16870111625,9.736262780617064,50,60,70,80,90,100,110,120,9.700000000004366,9.736262780614197,31.730713070128562,31.96840269652808,0.20000000000436557,0.28349056081060553
5831,5831,5831,   true,48355.6,50838.9,   237,192,84,9.7,0.1,0.10119595216190946,51.359840000000005,-2.256424,19,111.2,112.0774193548386,-1.0,48312.93491216272,9.766211046466033,50,60,70,80,90,100,110,120,9.69999999999709,9.766211046466196,31.730713070080963,32.16537163612387,-7.275957614183426e-12,0.029948265851999167
5832,5832,5832,   true,48365.6,50848.7,   209,92,84,9.7,0.09960159362549656,0.10091743119266056,51.359755,-2.25638,19,111.0,112.01290322580635,-1.0,48322.86796556127,9.933053398552504,50,60,70,80,90,100,110,120,10.0,9.933053398555785,33.723789000000004,33.27376183650127,0.3000000000029104,0.16684235208958853
5833,5833,5833,   true,48375.7,50858.7,   168,221,85,9.8,0.0988142292490076,0.10054844606946847,51.359667,-2.2563459999999997,19,111.0,111.9483870967741,-1.0,48332.93386304348,10.065897482206093,50,60,70,80,90,100,110,120,10.099999999998545,10.06589748220722,34.40163715889009,34.16971600528998,0.09999999999854481,0.13284408365143463
5834,5834,5834,   true,48386.1,50869.0,   161,116,86,10.0,0.09813542688910556,0.09930486593843384,51.359574,-2.25632,19,110.8,111.88387096774186,-0.5,48343.43138336171,10.497520318234722,50,60,70,80,90,100,110,120,10.400000000001455,10.497520318233,36.47565018241021,37.16291835052919,0.3000000000029104,0.431622836025781
5835,5835,5835,   true,48396.7,50879.5,   139,259,86,10.2,0.09737098344693558,0.09842519685039512,51.359481,-2.256293,19,110.8,111.82580645161279,-1.0,48353.94106748956,10.509684127847393,50,60,70,80,90,100,110,120,10.599999999998545,10.50968412785005,37.8920493203896,37.24909195115131,0.19999999999708962,0.012163809617049992
5836,5836,5836,   true,48407.1,50889.8,   136,218,87,10.3,0.09689922480619743,0.09803921568627452,51.359390000000005,-2.256257,19,110.8,111.76774193548378,-0.5,48364.363972123174,10.42290463360808,50,60,70,80,90,100,110,120,10.400000000001455,10.422904633611324,36.47565018241021,36.63649275935193,-0.19999999999708962,-0.08677949423872633
5837,5837,5837,   true,48417.4,50900.1,   144,82,87,10.4,0.0970873786407767,0.09842519685038806,51.359303000000004,-2.256206,19,110.6,111.70967741935476,-0.5,48374.66567416404,10.301702040868719,50,60,70,80,90,100,110,120,10.30000000000291,10.301702040866076,35.77756775012023,35.78939297606859,-0.09999999999854481,-0.1212025927452487
5838,5838,5838,   true,48427.9,50910.4,    60,252,79,10.4,0.09699321047526126,0.09871668311944436,51.359223,-2.256127,19,110.6,111.65161290322573,-1.0,48385.11651002507,10.450835861029734,50,60,70,80,90,100,110,120,10.5,10.450835861032829,37.18047737250001,36.83311229417169,0.19999999999708962,0.14913382016675314
5839,5839,5839,   true,48438.1,50920.6,    69,199,72,10.4,0.0970873786407767,0.09940357852882847,51.359149,-2.256038,19,110.6,111.59354838709669,-0.5,48395.40703445127,10.290524426203094,50,60,70,80,90,100,110,120,10.19999999999709,10.290524426200136,35.086230075579984,35.71177026570443,-0.3000000000029104,-0.1603114348326926
5840,5840,5840,   true,48448.6,50930.9,   143,122,86,10.4,0.09746588693956562,0.09981851179673586,51.35908,-2.255934,19,110.4,111.52903225806442,-1.0,48405.94324123385,10.536206782576713,50,60,70,80,90,100,110,120,10.5,10.53620678257721,37.18047737250001,37.43733574630022,0.3000000000029104,0.24568235637707403
5841,5841,5841,   true,48458.8,50940.9,    91,199,83,10.3,0.09746588693957252,0.10027347310848032,51.359024,-2.255819,19,110.4,111.46451612903215,-1.5,48416.06914285361,10.125901619754812,50,60,70,80,90,100,110,120,10.200000000004366,10.125901619758224,35.086230075630034,34.578310563161196,-0.2999999999956344,-0.410305162818986
5842,5842,5842,   true,48468.6,50950.3,    44,32,61,10.2,0.0975609756097561,0.1007326007326034,51.358979,-2.255697,19,110.2,111.39354838709669,-2.0,48425.90761534208,9.838472488473544,50,60,70,80,90,100,110,120,9.799999999995634,9.838472488474508,32.388326955571145,32.64312397670656,-0.40000000000873115,-0.28742913128371583
5843,5843,5843,   true,48478.8,50960.0,    44,111,41,10.2,0.0975609756097561,0.10064043915827728,51.358937,-2.2555680000000002,19,110.0,111.31612903225796,-2.5,48436.00906803054,10.101452688453264,50,60,70,80,90,100,110,120,10.200000000004366,10.101452688453719,35.086230075630034,34.41153388267137,0.40000000000873115,0.26298019997921074
5844,5844,5844,   true,48489.1,50969.6,    45,0,83,10.2,0.09746588693957252,0.10082493125573004,51.358897,-2.255434,19,109.6,111.22580645161278,-2.9,48446.32175740065,10.31268937011519,50,60,70,80,90,100,110,120,10.299999999995634,10.312689370111912,35.77756775006967,35.86577638206403,0.09999999999126885,0.21123668165819254
5845,5845,5845,   true,48499.3,50979.2,    90,76,74,10.1,0.09746588693957252,0.10073260073259672,51.358856,-2.255304,19,109.4,111.1290322580644,-2.9,48456.43422868354,10.11247128288865,50,60,70,80,90,100,110,120,10.200000000004366,10.1124712828896,35.086230075630034,34.48664655085708,-0.09999999999126885,-0.20021808722231071
5846,5846,5846,   true,48509.7,50989.2,    96,0,57,10.2,0.0972762645914438,0.10101010101009966,51.358810999999996,-2.255172,19,109.0,111.01935483870956,-1.9,48466.87653907016,10.442310386618582,50,60,70,80,90,100,110,120,10.39999999999418,10.442310386621102,36.475650182359175,36.77304213774531,0.19999999998981366,0.3298391037315014
5847,5847,5847,   true,48519.9,50999.0,   169,69,82,10.3,0.09680542110357906,0.10110294117647464,51.358759,-2.255051,19,108.8,110.90322580645149,-1.9,48477.07556056267,10.199021492507715,50,60,70,80,90,100,110,120,10.200000000004366,10.199021492509928,35.086230075630034,35.079498606550956,-0.19999999998981366,-0.24328889411117416
5848,5848,5848,   true,48530.4,51009.4,   174,259,83,10.3,0.0969932104752681,0.1010101010101064,51.358697,-2.254938,19,108.8,110.79999999999987,-1.0,48487.52018852976,10.444627967088897,50,60,70,80,90,100,110,120,10.5,10.444627967088309,37.18047737250001,36.789366866362066,0.2999999999956344,0.24560647457838058
5849,5849,5849,   true,48540.7,51019.5,   194,75,84,10.3,0.09718172983478968,0.10138248847926268,51.358631,-2.254835,19,108.6,110.69032258064505,-1.0,48497.76748781528,10.24729928552253,50,60,70,80,90,100,110,120,10.299999999995634,10.247299285525514,35.77756775006967,35.41238722124772,-0.20000000000436557,-0.19732868156279437
5850,5850,5850,   true,48551.2,51029.8,   196,252,84,10.4,0.0970873786407767,0.10147601476014624,51.358565000000006,-2.254727,19,108.6,110.58709677419344,-1.4,48508.26004134922,10.492553533936391,50,60,70,80,90,100,110,120,10.5,10.49255353393528,37.18047737250001,37.12776023171665,0.20000000000436557,0.24525424840976484
5851,5851,5851,   true,48561.6,51039.8,   144,88,86,10.4,0.09699321047526126,0.10147601476014624,51.358498,-2.254623,19,108.4,110.48387096774181,-1.9,48518.63548774714,10.375446397920918,50,60,70,80,90,100,110,120,10.400000000001455,10.375446397920314,36.47565018241021,36.30362107305752,-0.09999999999854481,-0.11710713601496536
5852,5852,5852,   true,48571.9,51049.7,   139,82,86,10.4,0.0963391136801582,0.10156971375807668,51.35843,-2.254522,19,108.2,110.37419354838696,-2.0,48528.94830281414,10.312815067000995,50,60,70,80,90,100,110,120,10.30000000000291,10.312815067001793,35.77756775012023,35.86665069212166,-0.09999999999854481,-0.06263133091852069
5853,5853,5853,   true,48581.9,51059.2,   127,0,87,10.3,0.09615384615384616,0.10128913443830707,51.358365,-2.254423,19,107.8,110.25161290322569,-2.5,48538.92289208833,9.974589274191166,50,60,70,80,90,100,110,120,10.0,9.974589274192112,33.723789000000004,33.552617565090664,-0.3000000000029104,-0.33822579280968057
5854,5854,5854,   true,48592.0,51068.5,   124,221,87,10.3,0.0956022944550616,0.10119595216191622,51.358295,-2.25433,19,107.8,110.1290322580644,-3.9,48549.036465526864,10.113573438529254,50,60,70,80,90,100,110,120,10.099999999998545,10.113573438531603,34.40163715889009,34.49416434197609,0.09999999999854481,0.13898416433949023
5855,5855,5855,   true,48602.3,51078.0,   119,0,87,10.2,0.09487666034155467,0.10054844606946847,51.35822,-2.254243,19,107.4,109.9935483870967,-3.8,48559.33411710828,10.297651581413708,50,60,70,80,90,100,110,120,10.30000000000291,10.297651581415266,35.77756775012023,35.76125490998646,0.20000000000436557,0.18407814288366353
5856,5856,5856,   true,48612.8,51087.6,   128,0,87,10.2,0.09372071227740947,0.0997008973080801,51.358140999999996,-2.254162,18,106.6,109.83225806451605,-4.2,48569.76475879811,10.430641689834589,50,60,70,80,90,100,110,120,10.5,10.430641689832555,37.18047737250001,36.690904427054996,0.19999999999708962,0.13299010841728887
5857,5857,5857,   true,48623.7,51097.5,   121,19,82,10.4,0.09233610341643957,0.09823182711198147,51.358058,-2.254078,18,106.2,109.65806451612892,-4.2,48580.6824979837,10.917739185587415,50,60,70,80,90,100,110,120,10.89999999999418,10.91773918558465,40.06723371085722,40.19775452875069,0.39999999999417923,0.4870974957520957
5858,5858,5858,   true,48634.4,51107.6,    96,100,82,10.5,0.09041591320072452,0.09615384615384616,51.357976,-2.254,18,106.0,109.47741935483862,-2.7,48591.28771806583,10.60522008213566,50,60,70,80,90,100,110,120,10.700000000004366,10.60522008213593,38.61036602613151,37.92937919096724,-0.19999999998981366,-0.3125191034487216
5859,5859,5859,   true,48645.3,51118.1,   109,5,79,10.7,0.08955223880597016,0.09363295880149558,51.357889,-2.253925,18,105.6,109.28387096774185,-1.8,48602.27432988417,10.986611818333419,50,60,70,80,90,100,110,120,10.900000000001455,10.986611818334495,40.0672337109107,40.706515090680966,0.19999999999708962,0.3813917361985659
5860,5860,5860,   true,48656.6,51128.9,    96,183,81,10.9,0.08754863813229942,0.09157509157509404,51.357797999999995,-2.253852,18,105.4,109.09032258064506,-2.2,48613.591661979415,11.317332095245852,50,60,70,80,90,100,110,120,11.299999999995634,11.317332095248275,43.06190617406673,43.19410536749294,0.39999999999417923,0.33072027691378025
5861,5861,5861,   true,48668.3,51140.1,   107,350,82,11.1,0.08587786259542342,0.08936550491510163,51.357699,-2.253794,18,105.4,108.90322580645152,-2.1,48625.31351391198,11.72185193256153,50,60,70,80,90,100,110,120,11.700000000004366,11.721851932561549,46.16449476213446,46.337097406868345,0.40000000000873115,0.40451983731327346
5862,5862,5862,   true,48680.2,51151.5,   110,78,84,11.3,0.08419083255378744,0.08823529411764705,51.357595,-2.2537540000000003,18,105.0,108.70322580645151,-2.1,48637.206649392676,11.89313548069954,50,60,70,80,90,100,110,120,11.89999999999418,11.89313548069913,47.75625760285328,47.70117706518109,0.19999999998981366,0.1712835481375805
5863,5863,5863,   true,48692.5,51163.2,   184,125,84,11.6,0.08234217749314145,0.08653846153846154,51.357485,-2.2537279999999997,18,104.6,108.4967741935483,-2.4,48649.57060784526,12.363958452577913,50,60,70,80,90,100,110,120,12.30000000000291,12.363958452580846,51.020720378124146,51.55270256608732,0.40000000000873115,0.4708229718817165
5864,5864,5864,   true,48705.1,51175.3,   277,281,82,12.0,0.07984031936127396,0.08538899430739921,51.357372999999995,-2.2537119999999997,18,104.4,108.28387096774185,-2.0,48662.07389629383,12.503288448572663,50,60,70,80,90,100,110,120,12.599999999998545,12.503288448569947,53.539887416387636,52.72114869578236,0.2999999999956344,0.139329995989101
5865,5865,5865,   true,48717.6,51187.2,   267,244,85,12.2,0.0783545543584732,0.08426966292135175,51.35726,-2.253706,18,104.2,108.0709677419354,-2.3,48674.64582812491,12.57193183108214,50,60,70,80,90,100,110,120,12.5,12.571931831080292,52.69342031250001,53.30161871828622,-0.09999999999854481,0.06864338251034496
5866,5866,5866,   true,48730.6,51199.5,   208,332,87,12.5,0.07699711260827613,0.08356545961002447,51.357144,-2.253704,18,104.0,107.85161290322571,-2.7,48687.545187196454,12.899359071546536,50,60,70,80,90,100,110,120,13.0,12.899359071547224,56.99320341000001,56.11418086317009,0.5,0.32742724046693183
5867,5867,5867,   true,48743.7,51211.6,   209,40,89,12.7,0.07597340930674054,0.08310249307479001,51.357025,-2.253709,18,103.4,107.61290322580635,-3.4,48700.781937426465,13.236750230008223,50,60,70,80,90,100,110,120,13.099999999998545,13.23675023001124,57.87339430288715,59.08797566883565,0.09999999999854481,0.33739115846401546
5868,5868,5868,   true,48756.8,51223.5,   176,169,90,12.9,0.07518796992481099,0.08287292817679114,51.356908000000004,-2.253717,18,103.0,107.36774193548378,-4.9,48713.80359796673,13.021660540269396,50,60,70,80,90,100,110,120,13.10000000000582,13.021660540267476,57.87339430295143,57.18328526223523,7.275957614183426e-12,-0.2150896897437633
5869,5869,5869,   true,48770.4,51235.7,   164,117,90,13.1,0.07428040854224398,0.08287292817679669,51.356786,-2.253727,18,102.4,107.1032258064515,-5.5,48727.38713854449,13.583540577750755,50,60,70,80,90,100,110,120,13.599999999998545,13.58354057775432,62.37552013438666,62.224631345845026,0.49999999999272404,0.5618800374868442
5870,5870,5870,   true,48784.1,51247.8,   166,0,89,13.3,0.07414272474513338,0.08317929759703915,51.356663,-2.253737,18,101.4,106.80645161290312,-6.9,48741.08172994285,13.694591398365986,50,60,70,80,90,100,110,120,13.69999999999709,13.694591398365446,63.296179574073115,63.246212239265844,0.09999999999854481,0.11105082061112626
5871,5871,5871,   true,48797.8,51259.8,   179,0,89,13.4,0.07421150278292933,0.0837988826815631,51.35654,-2.25375,18,100.4,106.48387096774185,-7.7,48754.78846294096,13.706732998105117,50,60,70,80,90,100,110,120,13.700000000004366,13.706732998107327,63.296179574140346,63.35840990705157,7.275957614183426e-12,0.012141599741880782
5872,5872,5872,   true,48811.5,51271.8,   192,0,88,13.6,0.07441860465116279,0.08434864104966852,51.356417,-2.2537580000000004,18,99.2,106.12258064516121,-8.1,48768.47671551971,13.68825257874991,50,60,70,80,90,100,110,120,13.69999999999709,13.688252578751417,63.296179574073115,63.18767620336972,-7.275957614183426e-12,-0.01848041935591027
5873,5873,5873,   true,48825.3,51283.9,   225,0,87,13.7,0.07490636704120156,0.08442776735459777,51.356293,-2.253761,18,98.2,105.73548387096764,-8.6,48782.2664599745,13.78974445478425,50,60,70,80,90,100,110,120,13.80000000000291,13.78974445478525,64.22358377162709,64.12816302836136,0.10000000000582077,0.10149187603383325
5874,5874,5874,   true,48838.5,51295.4,   242,0,88,13.6,0.07582938388625593,0.08474576271186092,51.356175,-2.253759,18,97.0,105.31612903225796,-8.0,48795.38819626042,13.12173628592229,50,60,70,80,90,100,110,120,13.19999999999709,13.121736285924271,58.76032995357409,58.06560747545966,-0.6000000000058208,-0.6680081688609789
5875,5875,5875,   true,48851.5,51306.9,   245,0,90,13.5,0.0769971126082815,0.08490566037735849,51.356058000000004,-2.253752,18,95.8,104.8709677419354,-7.3,48808.40707979575,13.018883535324639,50,60,70,80,90,100,110,120,13.0,13.018883535325585,56.99320341000001,57.15889799878562,-0.19999999999708962,-0.10285275059868582
5876,5876,5876,   true,48864.3,51318.3,   251,0,89,13.3,0.07797270955165803,0.08466603951082191,51.355942999999996,-2.253735,18,95.0,104.40645161290314,-5.9,48821.24886758731,12.84178779156313,50,60,70,80,90,100,110,120,12.80000000000291,12.841787791563547,55.25305589762513,55.61441091134673,-0.19999999999708962,-0.17709574376203818
5877,5877,5877,   true,48877.2,51330.1,   277,21,87,13.1,0.07920792079207921,0.08450704225352113,51.355828,-2.25371,18,94.4,103.93548387096766,-4.0,48834.15358158015,12.904713992838309,50,60,70,80,90,100,110,120,12.89999999999418,12.90471399283706,56.119757274849356,56.16077998345324,0.09999999999126885,0.06292620127351256
5878,5878,5878,   true,48889.6,51341.9,   342,71,88,12.9,0.07957559681697715,0.08450704225352113,51.355717999999996,-2.253682,18,94.0,103.45806451612894,-2.4,48846.53859172583,12.385010145687897,50,60,70,80,90,100,110,120,12.400000000001455,12.385010145684646,51.85369796641218,51.7284061006649,-0.49999999999272404,-0.5197038471524138
5879,5879,5879,   true,48901.7,51353.8,   440,197,92,12.6,0.08050089445438073,0.08419083255378744,51.355610999999996,-2.253647,18,93.8,102.97419354838699,-1.2,48858.682139751676,12.14354802584207,50,60,70,80,90,100,110,120,12.099999999998545,12.143548025844211,49.37499947488813,49.73104129639357,-0.3000000000029104,-0.24146211984043475
5880,5880,5880,   true,48914.1,51366.1,   388,401,91,12.5,0.08130081300813223,0.08387698042870798,51.355503000000006,-2.2536110000000003,18,93.8,102.4967741935483,-0.4,48870.94861706227,12.266477310597011,50,60,70,80,90,100,110,120,12.400000000001455,12.266477310593473,51.85369796641218,50.74299337851389,0.3000000000029104,0.12292928474926157
5881,5881,5881,   true,48926.3,51378.3,   379,349,91,12.4,0.0820419325433021,0.08356545961003012,51.355394,-2.253577,18,93.8,102.0193548387096,0.0,48883.296673061646,12.34805599938019,50,60,70,80,90,100,110,120,12.200000000004366,12.348055999376811,50.19448754763593,51.42017426248609,-0.19999999999708962,0.0815786887833383
5882,5882,5882,   true,48938.4,51390.4,   418,347,90,12.2,0.08302583025830147,0.08364312267658107,51.355288,-2.253545,18,93.8,101.54838709677412,0.0,48895.290965044296,11.994291982649466,50,60,70,80,90,100,110,120,12.099999999998545,11.994291982649884,49.37499947488813,48.516068114249855,-0.10000000000582077,-0.35376401672692737
5883,5883,5883,   true,48950.3,51402.3,   414,324,89,12.1,0.0837988826815631,0.0837988826815631,51.355182,-2.253518,18,93.8,101.08387096774187,0.0,48907.22581291114,11.934847866850744,50,60,70,80,90,100,110,120,11.900000000001455,11.934847866847122,47.75625760291168,48.03636523762529,-0.19999999999708962,-0.0594441158027621
5884,5884,5884,   true,48962.2,51414.2,   354,338,88,12.1,0.08450704225352113,0.08411214953271028,51.355077,-2.253489,18,93.8,100.63225806451608,0.0,48919.073673421786,11.847860510645008,50,60,70,80,90,100,110,120,11.89999999999418,11.847860510642931,47.75625760285328,47.3386892022307,-7.275957614183426e-12,-0.08698735620419029
5885,5885,5885,   true,48974.0,51426.0,   329,323,88,12.0,0.08555133079847553,0.08474576271186092,51.354973,-2.25346,18,93.8,100.18064516129026,0.0,48930.81197296028,11.738299538490987,50,60,70,80,90,100,110,120,11.80000000000291,11.738299538490537,46.95700380362317,46.46722514090206,-0.09999999999126885,-0.10956097215239424
5886,5886,5886,   true,48985.6,51437.7,   272,301,87,11.9,0.08653846153846154,0.08547008547008902,51.35487,-2.253434,18,93.8,99.7419354838709,0.4,48942.406482542545,11.594509582266369,50,60,70,80,90,100,110,120,11.599999999998545,11.594509582268074,45.37873047838862,45.335784060456305,-0.20000000000436557,-0.14378995622246293
5887,5887,5887,   true,48997.0,51449.3,   290,286,85,11.7,0.08754863813229942,0.0862895493768013,51.354768,-2.2534110000000003,18,93.8,99.32903225806449,0.9,48953.8602656075,11.453783064955996,50,60,70,80,90,100,110,120,11.400000000001455,11.453783064956951,43.82743618441119,44.24195095625557,-0.19999999999708962,-0.14072651731112273
5888,5888,5888,   true,49008.2,51460.8,   283,408,86,11.6,0.0883218842002013,0.08687258687258809,51.354668,-2.253389,18,94.0,98.93548387096772,1.3,48965.0842125105,11.223946902996813,50,60,70,80,90,100,110,120,11.19999999999709,11.223946902995522,42.30312092157802,42.48421230012865,-0.20000000000436557,-0.22983616196142975
5889,5889,5889,   true,49019.3,51472.3,   284,408,89,11.4,0.08910891089108912,0.08754863813229324,51.354569,-2.253365,18,94.2,98.55483870967736,1.4,48976.217950682905,11.133738172404858,50,60,70,80,90,100,110,120,11.10000000000582,11.133738172407902,41.551080426943585,41.804051232414785,-0.09999999999126885,-0.09020873058761936
5890,5890,5890,   true,49030.3,51483.6,   301,401,89,11.3,0.08982035928143974,0.08814887365328235,51.354473,-2.253335,18,94.4,98.19354838709671,1.4,48987.09404231942,10.876091636511998,50,60,70,80,90,100,110,120,11.0,10.876091636513593,40.80578469,39.8916573073878,-0.10000000000582077,-0.25764653589430964
5891,5891,5891,   true,49041.2,51494.7,   280,258,89,11.1,0.09033423667569652,0.08858267716534925,51.354378000000004,-2.253293,18,94.4,97.83870967741932,0.9,48998.05278763346,10.95874531404039,50,60,70,80,90,100,110,120,10.89999999999418,10.958745314041153,40.06723371085722,40.500280500329715,-0.10000000000582077,0.08265367752755992
5892,5892,5892,   true,49052.2,51505.9,   187,415,90,11.0,0.09057971014492634,0.08910891089108912,51.354283,-2.253246,18,94.6,97.49032258064513,0.9,49009.10900660229,11.056218968830455,50,60,70,80,90,100,110,120,11.0,11.056218968828034,40.80578469,41.22395221614821,0.10000000000582077,0.09747365478688153
5893,5893,5893,   true,49063.2,51517.0,   155,271,89,11.0,0.09082652134422772,0.08946322067594563,51.35419,-2.2531950000000003,18,94.6,97.15483870967735,0.9,49020.039757695245,10.930751092957724,50,60,70,80,90,100,110,120,11.0,10.930751092957507,40.80578469,40.293628067822056,0.0,-0.12546787587052677
5894,5894,5894,   true,49074.2,51528.1,    66,408,82,11.0,0.09107468123861928,0.09,51.354096999999996,-2.253139,18,94.8,96.83870967741932,0.5,49031.087889937364,11.048132242114967,50,60,70,80,90,100,110,120,11.0,11.0481322421183,40.80578469,41.16367032031803,0.0,0.11738114916079212
5895,5895,5895,   true,49085.3,51539.3,     0,285,0,11.0,0.09140767824497743,0.09082652134423372,51.354006,-2.2530759999999996,18,94.8,96.52903225806448,0.5,49042.11186814544,11.023978208075668,50,60,70,80,90,100,110,120,11.10000000000582,11.023978208075278,41.551080426943585,40.983878512970115,0.10000000000582077,-0.024154034043021966
5896,5896,5896,   true,49096.3,51550.3,     0,264,0,11.0,0.0915750915750879,0.09115770282588516,51.353918,-2.2530040000000002,18,94.8,96.22580645161287,0.0,49053.10038514513,10.988516999692479,50,60,70,80,90,100,110,120,11.0,10.988516999692365,40.80578469,40.72063409646923,-0.10000000000582077,-0.035461208382912446
5897,5897,5897,   true,49107.4,51561.4,     0,285,0,11.0,0.0919117647058799,0.09174311926605504,51.353829,-2.25293,18,94.8,95.9290322580645,0.0,49064.25135698425,11.150971839113772,50,60,70,80,90,100,110,120,11.099999999998545,11.150971839117119,41.55108042688911,41.93356652174057,0.09999999999854481,0.16245483942475403
5898,5898,5898,   true,49118.3,51572.3,     0,251,39,11.0,0.09225092250922386,0.09233610341643336,51.35374,-2.2528650000000003,18,94.8,95.65161290322578,0.0,49075.128473271485,10.87711628723374,50,60,70,80,90,100,110,120,10.900000000001455,10.877116287236277,40.0672337109107,39.8991741511768,-0.19999999999708962,-0.27385555188084254
5899,5899,5899,   true,49129.1,51583.1,    42,251,67,11.0,0.0925925925925926,0.09319664492078032,51.353652000000004,-2.252801,18,94.8,95.38709677419355,0.0,49085.87562096137,10.747147689884397,50,60,70,80,90,100,110,120,10.799999999995634,10.747147689886333,39.335427489568204,38.951375405328484,-0.10000000000582077,-0.1299685973499436
5900,5900,5900,   true,49139.7,51593.7,     0,231,42,10.9,0.09319664492078664,0.0945179584121022,51.353564,-2.252739,18,94.8,95.14193548387094,0.0,49096.56608618094,10.690465219565805,50,60,70,80,90,100,110,120,10.599999999998545,10.69046521956625,37.8920493203896,38.54158521545289,-0.19999999999708962,-0.05668247032008367
5901,5901,5901,   true,49150.4,51604.4,     0,258,0,10.8,0.09372071227741588,0.09578544061303217,51.353476,-2.252681,18,94.8,94.92903225806452,0.0,49107.14774096474,10.581654783803339,50,60,70,80,90,100,110,120,10.700000000004366,10.58165478380397,38.61036602613151,37.76100473435305,0.10000000000582077,-0.10881043576227967
5902,5902,5902,   true,49161.0,51614.9,     0,238,0,10.7,0.09442870632672204,0.0972762645914438,51.353387,-2.252625,18,94.8,94.7483870967742,-0.5,49117.78073100253,10.63299003778614,50,60,70,80,90,100,110,120,10.599999999998545,10.632990037789568,37.8920493203896,38.12827675434548,-0.10000000000582077,0.05133525398559868
